text_type,text,label,proc_text
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ??500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",0,ou guaranteed latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
ham,Taka lor. Wat time u wan 2 come n look 4 us?,1,taka lor wat time u wan 2 come n look 4 u
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,0,free polyphonic ringtone text super 87131 get free poly tone week 16 sn pobox202 nr31 7zs subscription 450pw
ham,"\I;m reaching in another 2 stops.\""""",1,im reaching another 2 stop
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",1,didnt mean post wrote like many time ive ritten stuff let sit wa wa feeling time wa angry left hit send stop wasnt checked phone got car wasnt said didnt sleep bored wouldnt time clean fold laundry etc least make bed
spam,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,0,warner village 83118 c colin farrell swat wkend warner village get 1 free med popcornjust show msgticketkioskvalid 4712 c tc kiosk reply sony 4 mre film offer
ham,Will you come online today night,1,come online today night
ham,Then anything special?,1,anything special
ham,"I'm in solihull, | do you want anything?",1,im solihull want anything
ham,Will do. Have a good day,1,good day
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,1,regret inform u nh ha made mistakeu never actually bornplease report 2 yor local hospital 2b terminatedwe r sorry 4 inconvenience
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,1,love holiday monday feeling even go dentist hour
ham,I am on the way to tirupur.,1,way tirupur
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",0,goal arsenal 4 henry 7 v liverpool 2 henry score simple shot 6 yard pas bergkamp give arsenal 2 goal margin 78 min
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,1,youve already got flaky parent itsnot supposed child job support parentnot theyre ride age anyway im supposed support ive hurt unintentional hurt nonetheless
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,1,took hooch walk toaday fell splat grazed knee everything stayed home see tomorrow
ham,"Just dropped em off, omw back now",1,dropped em omw back
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",0,2nd time tried 2 contact u u 750 pound prize 2 claim easy call 08712101358 10p per min btnationalrate
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower,1,sitting mu waiting everyone get suite take shower
ham,Re your call; You didn't see my facebook huh?,1,call didnt see facebook huh
ham,"G says you never answer your texts, confirm/deny",1,g say never answer text confirmdeny
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",1,common hearin r u wat r u wa ur day let ask u something different u smile today gud evng
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,1,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply
ham,Oh yah... We never cancel leh... Haha ,1,oh yah never cancel leh haha
ham,We can go 4 e normal pilates after our intro...  ,1,go 4 e normal pilate intro
ham,Ok... Let u noe when i leave my house.,1,ok let u noe leave house
ham,"Oh yes, why is it like torture watching england?",1,oh yes like torture watching england
ham,Wanna do some art?! :D,1,wan na art
ham,Just hopeing that wasn???t too pissed up to remember and has gone off to his sisters or something!,1,hopeing wasnt pissed remember ha gone sister something
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",0,got take 2 take part wrc rally oz u lucozade energy text rally le 61200 25p see pack lucozadecoukwrc itcould u
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",0,hi sexychat girl waiting text text great night chatting send stop stop service
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",1,good morning boytoy hows yummy lip wheres sexy bun think crave need
ham,Match started.india  &lt;#&gt;  for 2,1,match startedindia ltgt 2
ham,Once free call me sir.,1,free call sir
ham,Hey do you want anything to buy:),1,hey want anything buy
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",1,hey babe hows going ever figure going new year
ham,K..k.:)congratulation ..,1,kkcongratulation
ham,G wants to know where the fuck you are,1,g want know fuck
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,1,wa cancelled yeah baby well sound important understand darlin give ring later fone love kate x
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,1,tomarrow want got court ltdecimalgt come bus stand 9
ham,?? go home liao? Ask dad to pick me up at 6...,1,go home liao ask dad pick 6
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,1,omg make wedding chapel frontierville get good stuff
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",1,im eatin lor goin back work soon e mountain deer show huh watch b4 liao nice
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,1,check maili mailed varma kept copy regarding membershiptake careinsha allah
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well,1,wrong phone phone answer one assume people dont well
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",1,anyway dont think secure anything lem know want drive south chill
ham,I'm already back home so no probably not,1,im already back home probably
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed ??1000 CASH or ??2000 gift. Speak to a live operator NOW!,0,great news call freefone 08006344447 claim guaranteed 1000 cash 2000 gift speak live operator
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",0,hi amy sending free phone number couple day give access adult party
ham,I am in bus on the way to calicut,1,bus way calicut
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,1,hi probably much fun get message thought id txt u co im bored james ha farting night
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,1,hi baby im sat bloody bus mo wont home 730 wan na somethin later call later ortxt back jess xx
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",0,welcome select o2 service added benefit call specially trained advisor free mobile dialling 402
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,1,lost 4 pound since doc visit last week woot woot im gon na celebrate stuffing face
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,1,u coming back 4 dinner rite dad ask confirm wif u
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf,1,master buy bb co sale hows bf
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",1,ahhhhjust woken uphad bad dream u thoso dont like u right didnt know anything comedy night guess im
ham,I'm vivek:)i got call from your number.,1,im viveki got call number
ham,Why didn't u call on your lunch?,1,didnt u call lunch
ham,"What i mean was i left too early to check, cos i'm working a 9-6.",1,mean wa left early check co im working 96
ham,I want  &lt;#&gt;  rs da:)do you have it?,1,want ltgt r dado
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",1,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
ham,Yup ok...,1,yup ok
ham,I want to see your pretty pussy...,1,want see pretty pussy
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,0,dear voucher holder next meal u use following link pc 2 enjoy 2 4 1 dining experiencehttpwwwvouch4mecometlpdiningasp
ham,"A few people are at the game, I'm at the mall with iouri and kaila",1,people game im mall iouri kaila
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a ??2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,0,urgent trying contact u today draw show 2000 prize guaranteed call 09058094507 land line claim 3030 valid 12hrs
spam,You can donate ??2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. ??2.50 will be added to your next bill,0,donate 250 unicef asian tsunami disaster support fund texting donate 864233 250 added next bill
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,1,future planned tomorrow result today best present enjoy future
